id,brier,rps,auc,n,lat,lon,pietra,brier_week1,brier_week2,brier_week3,brier_week4,brier_later,auc_week1,auc_week2,auc_week3,auc_week4,auc_later,model,cv_method
Janamora,0.49212847388649306,0.43025117231754234,0.8846153846153846,13,,,,,,,,,,,,,,unc_clim_raw,raw
Jeju,0.3805645252522222,0.4180637545197333,0.9541015625,16,,,,,,,,,,,,,,unc_clim_raw,raw
Jeldu,0.5469722276651949,0.3946280634877177,0.9074074074074074,9,,,,,,,,,,,,,,unc_clim_raw,raw
Jibat,0.751100853916926,0.3707809053297127,0.7152777777777778,6,,,,,,,,,,,,,,unc_clim_raw,raw
Jida,0.37526182965508514,0.1995755898356681,0.9585798816568047,13,,,,,,,,,,,,,,unc_clim_raw,raw
Jiga town,0.7693871496791613,0.9187382843956856,0.6697530864197531,9,,,,,,,,,,,,,,unc_clim_raw,raw
Kalu,0.4899196185901159,0.2801920511314176,0.87,15,,,,,,,,,,,,,,unc_clim_raw,raw
Kelala town,0.6035294518205484,0.5147410004470486,0.8150887573964497,13,,,,,,,,,,,,,,unc_clim_raw,raw
Kelela,0.5832339164597788,0.4869048450862351,0.8180473372781065,13,,,,,,,,,,,,,,unc_clim_raw,raw
Kersana Malima,0.686326615445921,0.4520033179180641,0.6450617283950617,9,,,,,,,,,,,,,,unc_clim_raw,raw
Kewet,0.6493185764348611,0.6498598347021438,0.8136094674556213,13,,,,,,,,,,,,,,unc_clim_raw,raw
Kimbibit,0.3987210929855436,0.2202777064789445,0.9184027777777778,12,,,,,,,,,,,,,,unc_clim_raw,raw
Kinfaz Begela,0.46888037902661817,0.3181522593043138,0.8550295857988166,13,,,,,,,,,,,,,,unc_clim_raw,raw
Kobo town,0.2907227736149859,0.1463263925633968,0.9729916897506925,19,,,,,,,,,,,,,,unc_clim_raw,raw
Kofele,0.7046398876597175,0.5990151055127454,0.6481481481481481,9,,,,,,,,,,,,,,unc_clim_raw,raw
Kofele town,0.7304486670731557,0.6232028411037418,0.6759259259259259,9,,,,,,,,,,,,,,unc_clim_raw,raw
Kokosa,0.7028244862601007,0.7396796406256658,0.6697530864197531,9,,,,,,,,,,,,,,unc_clim_raw,raw
Kolla Debba town,0.6454404703031009,0.3800545630386555,0.8240740740740741,9,,,,,,,,,,,,,,unc_clim_raw,raw
Kombolcha town,0.5158012064216847,0.3019496453938016,0.8666666666666667,15,,,,,,,,,,,,,,unc_clim_raw,raw
Kore,0.6621884697588194,0.5581444041823879,0.7253086419753086,9,,,,,,,,,,,,,,unc_clim_raw,raw
Koye,0.8234145220242906,0.5188783815661788,0.6111111111111112,9,,,,,,,,,,,,,,unc_clim_raw,raw
Kuni /Oda Bultum,0.8568568820318035,0.6550431373859409,0.4228395061728395,9,,,,,,,,,,,,,,unc_clim_raw,raw
Kura Jida,0.864136984211969,0.5644945882367141,0.6327160493827161,9,,,,,,,,,,,,,,unc_clim_raw,raw
Kutaber,0.44947210932667925,0.23944953803616256,0.8944444444444445,15,,,,,,,,,,,,,,unc_clim_raw,raw
Kuyu,0.6153587393657168,0.44841640795419124,0.77,10,,,,,,,,,,,,,,unc_clim_raw,raw
Lalibela town,0.5140522802489071,0.3815213980724132,0.8647959183673469,14,,,,,,,,,,,,,,unc_clim_raw,raw
Lasta,0.37516080802206425,0.3994714293380502,0.9286703601108033,19,,,,,,,,,,,,,,unc_clim_raw,raw
Lay Armacho,0.7198762057715518,0.3836766516359298,0.7160493827160493,9,,,,,,,,,,,,,,unc_clim_raw,raw
Lay Gayint,0.44373408130503095,0.2919975703746651,0.8920118343195266,13,,,,,,,,,,,,,,unc_clim_raw,raw
Legambo,0.6709818131357023,0.6800163757063789,0.8091715976331361,13,,,,,,,,,,,,,,unc_clim_raw,raw
Legehida,0.7017514438964891,0.7279976512395747,0.8047337278106509,13,,,,,,,,,,,,,,unc_clim_raw,raw
Liban Jawi,0.7416937299281499,0.38260882484987946,0.7448979591836735,7,,,,,,,,,,,,,,unc_clim_raw,raw
Liben Chukala,0.44750756448043516,0.354690966617758,0.923469387755102,14,,,,,,,,,,,,,,unc_clim_raw,raw
Libokemekem,0.4863910460289248,0.5088158987838391,0.9349112426035503,13,,,,,,,,,,,,,,unc_clim_raw,raw
Limu Bilbilo,0.5707072991293421,0.6469293200310838,0.7916666666666666,12,,,,,,,,,,,,,,unc_clim_raw,raw
Lome (OR),0.4418018472979641,0.24974210363097696,0.9145408163265306,14,,,,,,,,,,,,,,unc_clim_raw,raw
Lude Hitosa,0.6395348229484134,0.9459961783839533,0.7755555555555556,15,,,,,,,,,,,,,,unc_clim_raw,raw
Lumame town,0.6361068956346791,0.5254424425860268,0.6975,10,,,,,,,,,,,,,,unc_clim_raw,raw
Mana Abichu,0.7352987434276879,0.4393580130323717,0.5802469135802469,9,,,,,,,,,,,,,,unc_clim_raw,raw
Masero Denb /Central Armacho,0.7721741964629537,0.4157586351762911,0.7253086419753086,9,,,,,,,,,,,,,,unc_clim_raw,raw
Mehal Meda town,0.5163253277623451,0.4307801259259451,0.8535502958579881,13,,,,,,,,,,,,,,unc_clim_raw,raw
Mehal Sayint,0.5130873560988405,0.38969026223663233,0.8594674556213018,13,,,,,,,,,,,,,,unc_clim_raw,raw
Mekan Eyesuse,0.56874669799593,0.6964564277161517,0.863905325443787,13,,,,,,,,,,,,,,unc_clim_raw,raw
Mekane Selam town,0.4731076885630596,0.3027553668539585,0.8653846153846154,13,,,,,,,,,,,,,,unc_clim_raw,raw
Mekdela,0.4505549390175246,0.2994473967831027,0.8915816326530612,14,,,,,,,,,,,,,,unc_clim_raw,raw
Meket,0.5254927720748958,0.3388482751546751,0.8418367346938775,14,,,,,,,,,,,,,,unc_clim_raw,raw
Melka Nonno,0.7111232549149386,0.4376086916552209,0.5864197530864198,9,,,,,,,,,,,,,,unc_clim_raw,raw
Mena Meketewa,0.43334174785666196,0.26807274481823834,0.9196428571428571,14,,,,,,,,,,,,,,unc_clim_raw,raw
Menze Gera Midir,0.6512705362878738,0.6408226096755553,0.8150887573964497,13,,,,,,,,,,,,,,unc_clim_raw,raw
Menze Keya Gabriel,0.550578977435313,0.46055628398829046,0.8402366863905325,13,,,,,,,,,,,,,,unc_clim_raw,raw
Menze Lalo Midir,0.5236685222108373,0.4287552254555585,0.849112426035503,13,,,,,,,,,,,,,,unc_clim_raw,raw
Menze Mama Midir,0.5251148604721602,0.4409850987344833,0.8520710059171598,13,,,,,,,,,,,,,,unc_clim_raw,raw
Merhabete,0.4213502677909162,0.251757426120922,0.9068047337278107,13,,,,,,,,,,,,,,unc_clim_raw,raw
Mersa town,0.5226803927742887,0.4257153244678573,0.8558673469387755,14,,,,,,,,,,,,,,unc_clim_raw,raw
Merti,0.49519993175682014,0.3732030449091185,0.8988888888888888,15,,,,,,,,,,,,,,unc_clim_raw,raw
Merto Lemariyam town,0.4422501096600576,0.3565343146383865,0.9363905325443787,13,,,,,,,,,,,,,,unc_clim_raw,raw
Mesela /Shen Duggoo,0.5582395192288159,0.842024637012446,0.865234375,16,,,,,,,,,,,,,,unc_clim_raw,raw
Meta Robi,0.6205994232535306,0.5512762466318202,0.7925,10,,,,,,,,,,,,,,unc_clim_raw,raw
Meta Walkite,0.5858542722503657,0.46060425505264796,0.8240740740740741,9,,,,,,,,,,,,,,unc_clim_raw,raw
Metehara town,0.5866919555934199,0.39471168229976417,0.8344444444444444,15,,,,,,,,,,,,,,unc_clim_raw,raw
Michakel,0.808171880398425,0.9627488398639741,0.6025,10,,,,,,,,,,,,,,unc_clim_raw,raw
Mida Kegn,0.7590697042959107,0.37658249016261397,0.7013888888888888,6,,,,,,,,,,,,,,unc_clim_raw,raw
Mida Woremo,1.528349561410327,1.6007726396471191,0.5555555555555556,9,,,,,,,,,,,,,,unc_clim_raw,raw
Mieso,0.6250524377593538,0.4521279879183693,0.8133333333333334,15,,,,,,,,,,,,,,unc_clim_raw,raw
Minjar Shenkora,0.4367888660269043,0.2329219994303476,0.9144444444444444,15,,,,,,,,,,,,,,unc_clim_raw,raw
Mojan Wedera,0.5351887571233781,0.431700017190973,0.8461538461538461,13,,,,,,,,,,,,,,unc_clim_raw,raw
Mojo town,0.37057123268352427,0.22959712314339473,0.9579081632653061,14,,,,,,,,,,,,,,unc_clim_raw,raw
Molale town,0.5177677441217468,0.41390601103470126,0.8535502958579881,13,,,,,,,,,,,,,,unc_clim_raw,raw
Moretna Jiru,0.4352714682137024,0.26257048503517794,0.8905325443786982,13,,,,,,,,,,,,,,unc_clim_raw,raw
Mota town,0.644901511528344,0.9329718270016111,0.7840236686390533,13,,,,,,,,,,,,,,unc_clim_raw,raw
Mulo,0.6428248352570889,0.396357265893186,0.7962962962962963,9,,,,,,,,,,,,,,unc_clim_raw,raw
Munessa,0.7038909088913455,0.6753535518636148,0.6574074074074074,9,,,,,,,,,,,,,,unc_clim_raw,raw
Nefas Mewicha town,0.46136208852231364,0.25554348134221977,0.8839285714285714,14,,,,,,,,,,,,,,unc_clim_raw,raw
Nenesebo,1.0996801705625379,3.3113714778248386,0.18572778827977315,23,,,,,,,,,,,,,,unc_clim_raw,raw
Nono,0.7754657471896274,1.0680309267581778,0.6673553719008265,11,,,,,,,,,,,,,,unc_clim_raw,raw
Quarit,0.6844093594382994,0.6214435040838365,0.7129629629629629,9,,,,,,,,,,,,,,unc_clim_raw,raw
Raya Kobo,0.30438780301693835,0.2579076543540527,0.953514739229025,21,,,,,,,,,,,,,,unc_clim_raw,raw
Robe,0.5681342498433212,1.0044610363369264,0.8564453125,16,,,,,,,,,,,,,,unc_clim_raw,raw
Robe town,0.5762547584399353,1.1937193685745955,0.8274793388429752,22,,,,,,,,,,,,,,unc_clim_raw,raw
Sahila,0.3388722663373465,0.1924929487376205,0.953125,16,,,,,,,,,,,,,,unc_clim_raw,raw
Sayint,0.5807733973930019,0.4960864421995575,0.8284023668639053,13,,,,,,,,,,,,,,unc_clim_raw,raw
Sebeta,0.7364450765802238,0.4320205224594831,0.558641975308642,9,,,,,,,,,,,,,,unc_clim_raw,raw
Sebeta Hawas,0.765993264451108,0.45630141304020444,0.5771604938271605,9,,,,,,,,,,,,,,unc_clim_raw,raw
Sedae,0.44074284752512144,0.3429708826087853,0.9378698224852071,13,,,,,,,,,,,,,,unc_clim_raw,raw
Sede Muja,0.46568916008073824,0.29754086684044345,0.8624260355029586,13,,,,,,,,,,,,,,unc_clim_raw,raw
Seden Sodo,0.8476331376890572,0.49058442499762317,0.7755102040816326,7,,,,,,,,,,,,,,unc_clim_raw,raw
Sekela,0.7719539653588906,0.9480325603040772,0.6820987654320988,9,,,,,,,,,,,,,,unc_clim_raw,raw
Sekota,0.3765390995467647,0.28345881412749707,0.9222222222222223,15,,,,,,,,,,,,,,unc_clim_raw,raw
Sekota town,0.3679692427056716,0.2684327016153572,0.9255555555555556,15,,,,,,,,,,,,,,unc_clim_raw,raw
Semada,0.4281586290247849,0.3005390485068843,0.9408284023668639,13,,,,,,,,,,,,,,unc_clim_raw,raw
Senan,0.7082917345250063,0.6240404808548359,0.6820987654320988,9,,,,,,,,,,,,,,unc_clim_raw,raw
Sendafa town,0.3796740946262159,0.2792191201262939,0.9763313609467456,13,,,,,,,,,,,,,,unc_clim_raw,raw
Seru,0.4591445178755498,0.6586598941893713,0.8842592592592593,18,,,,,,,,,,,,,,unc_clim_raw,raw
Shala,0.8400152890439442,0.6564439920026135,0.5771604938271605,9,,,,,,,,,,,,,,unc_clim_raw,raw
Shanan Kolu,0.7066062298022332,1.470059144231929,0.705078125,16,,,,,,,,,,,,,,unc_clim_raw,raw
Shashemene,0.7177615733430833,0.5989904966110677,0.6820987654320988,9,,,,,,,,,,,,,,unc_clim_raw,raw
Shashemene town,0.7124677555556542,0.6607862524929589,0.6759259259259259,9,,,,,,,,,,,,,,unc_clim_raw,raw
Shawra town,1.0670861998145345,0.796200870916018,0.5,9,,,,,,,,,,,,,,unc_clim_raw,raw
Shebel Bernta,0.5344314186593317,0.6434542337927655,0.9127218934911243,13,,,,,,,,,,,,,,unc_clim_raw,raw
Shendi town,0.9933721269683548,1.5473785961831104,0.5278925619834711,11,,,,,,,,,,,,,,unc_clim_raw,raw
Sheno town,0.38687773646143825,0.1903190969326726,0.9583333333333334,12,,,,,,,,,,,,,,unc_clim_raw,raw
Shirka,0.5357197100257691,0.8975341778424619,0.904296875,16,,,,,,,,,,,,,,unc_clim_raw,raw
Shoa Robit,0.6682890110939463,0.700904149268086,0.8121301775147929,13,,,,,,,,,,,,,,unc_clim_raw,raw
Sinana,0.4881961649535102,0.9673931677656351,0.9127066115702479,22,,,,,,,,,,,,,,unc_clim_raw,raw
Siraro,0.9286631093722008,2.333423064778554,0.4065082644628099,22,,,,,,,,,,,,,,unc_clim_raw,raw
Sire,0.4501866228272087,0.6330805106726602,0.91015625,16,,,,,,,,,,,,,,unc_clim_raw,raw
Siya Debirna Wayu,0.5568186706755456,0.4149527796188704,0.8456632653061225,14,,,,,,,,,,,,,,unc_clim_raw,raw
Sodo Daci,0.541095144804178,0.6001965416613197,0.8903061224489796,14,,,,,,,,,,,,,,unc_clim_raw,raw
Sude,0.5506155796310793,0.46165323023343885,0.7922222222222223,15,,,,,,,,,,,,,,unc_clim_raw,raw
Sululta,0.733261026642042,0.4225862093837984,0.7314814814814815,9,,,,,,,,,,,,,,unc_clim_raw,raw
Sululta (OR),0.8193967909232217,0.5406299820794817,0.7129629629629629,9,,,,,,,,,,,,,,unc_clim_raw,raw
Tach Armacho,0.7713307542057277,0.4110440157952311,0.5648148148148148,9,,,,,,,,,,,,,,unc_clim_raw,raw
Tach Gayint,0.4844028082717227,0.282221703749023,0.8801020408163265,14,,,,,,,,,,,,,,unc_clim_raw,raw
Takusa,0.8934307159712129,0.5277642592632,0.558641975308642,9,,,,,,,,,,,,,,unc_clim_raw,raw
Tarema Ber,0.5724107319741086,0.47878995851441414,0.8254437869822485,13,,,,,,,,,,,,,,unc_clim_raw,raw
Tegede,0.6917106146005999,0.3582947072755797,0.8055555555555556,9,,,,,,,,,,,,,,unc_clim_raw,raw
Telemt,0.38743322532880425,0.21195436287459346,0.9689349112426036,13,,,,,,,,,,,,,,unc_clim_raw,raw
Tena,0.5190563520261855,0.8587484435998484,0.9140625,16,,,,,,,,,,,,,,unc_clim_raw,raw
Tenta,0.4480235236730383,0.2651996377657404,0.9022222222222223,15,,,,,,,,,,,,,,unc_clim_raw,raw
Thehulederie,0.4581116647951852,0.22860280795769325,0.8977777777777778,15,,,,,,,,,,,,,,unc_clim_raw,raw
Tikur Enchini,0.6900281371074043,0.3426321437071754,0.7908163265306123,7,,,,,,,,,,,,,,unc_clim_raw,raw
Tiyo,0.7720921464209686,0.5251922353102315,0.49074074074074076,9,,,,,,,,,,,,,,unc_clim_raw,raw
Toke Kutaye,0.7061963571878285,0.5389338288857402,0.6975308641975309,9,,,,,,,,,,,,,,unc_clim_raw,raw
Tole,0.9150093580980523,0.580633554259589,0.7091836734693877,7,,,,,,,,,,,,,,unc_clim_raw,raw
Tsagbeji,0.3423731044504139,0.3202813630395279,0.944375,20,,,,,,,,,,,,,,unc_clim_raw,raw
Tulefa town,0.38687773646143825,0.1903190969326726,0.9583333333333334,12,,,,,,,,,,,,,,unc_clim_raw,raw
Tulo (OR),0.6009292775668237,1.1825580408301115,0.7559400826446281,22,,,,,,,,,,,,,,unc_clim_raw,raw
Wadla,0.4863489061292075,0.3677566154216482,0.875,14,,,,,,,,,,,,,,unc_clim_raw,raw
Waliso,0.7116395189237235,0.3497778241077434,0.8316326530612245,7,,,,,,,,,,,,,,unc_clim_raw,raw
Wara Jarso,0.8113991613764134,0.46545795667726586,0.5833333333333334,9,,,,,,,,,,,,,,unc_clim_raw,raw
Wegde,0.4564848015102288,0.28777205744607526,0.878698224852071,13,,,,,,,,,,,,,,unc_clim_raw,raw
Wegeda town,0.4279117714340497,0.34233282859036784,0.9541420118343196,13,,,,,,,,,,,,,,unc_clim_raw,raw
Wegedi town,0.6275990831868575,0.5518154918236398,0.8269230769230769,13,,,,,,,,,,,,,,unc_clim_raw,raw
Wegel tena town,0.5404766324266027,0.41502841803328344,0.8775510204081632,14,,,,,,,,,,,,,,unc_clim_raw,raw
Wegera,0.6629673316112891,0.3811750422223917,0.8055555555555556,9,,,,,,,,,,,,,,unc_clim_raw,raw
Welmera,0.6447416230955221,0.3712071788634372,0.8209876543209876,9,,,,,,,,,,,,,,unc_clim_raw,raw
Wemberma,0.8722376559574435,1.1930187785781379,0.6260330578512396,11,,,,,,,,,,,,,,unc_clim_raw,raw
Wenchi,0.6816266620569593,0.35264224978071157,0.8622448979591837,7,,,,,,,,,,,,,,unc_clim_raw,raw
Were Ilu,0.6347616177211558,0.6089793875969528,0.8048469387755102,14,,,,,,,,,,,,,,unc_clim_raw,raw
Wereilu town,0.6791875154960454,0.6540024199970148,0.7959183673469388,14,,,,,,,,,,,,,,unc_clim_raw,raw
West Belesa,0.46144052865587654,0.38077286647638525,0.9378698224852071,13,,,,,,,,,,,,,,unc_clim_raw,raw
West Dembiya,0.5406866632907863,0.31904061248457377,0.8611111111111112,9,,,,,,,,,,,,,,unc_clim_raw,raw
Woldiya town,0.5773837052377347,0.5091562115640299,0.8558673469387755,14,,,,,,,,,,,,,,unc_clim_raw,raw
Woliso town,0.7033319765641025,0.3436140093068843,0.8418367346938775,7,,,,,,,,,,,,,,unc_clim_raw,raw
Wondo,0.7304486670731557,0.6232028411037418,0.6759259259259259,9,,,,,,,,,,,,,,unc_clim_raw,raw
Worebabu,0.4801015403236608,0.5850057769484934,0.8412698412698413,21,,,,,,,,,,,,,,unc_clim_raw,raw
Woreta town,0.5401238494236693,0.6044795802282771,0.8816568047337278,13,,,,,,,,,,,,,,unc_clim_raw,raw
Wuchale,0.4091175819003429,0.23793807059379646,0.9127218934911243,13,,,,,,,,,,,,,,unc_clim_raw,raw
Yaya Gulele,0.38834547069504166,0.24072908279368033,0.9674556213017751,13,,,,,,,,,,,,,,unc_clim_raw,raw
Zequala,0.466325217514958,0.4579938221579016,0.9,15,,,,,,,,,,,,,,unc_clim_raw,raw
Ziway Dugda,0.7165532762088671,1.463561903041084,0.614612188365651,19,,,,,,,,,,,,,,unc_clim_raw,raw
ALL,0.5822486798878584,0.6153134660430642,0.8093101199895701,4242,,,0.4334629891560584,0.09768437831452033,0.11244090786658295,0.12637833257154052,0.10701595458092582,0.138729106554289,0.8486933315734166,0.7509646476352596,0.6938549296208993,0.6567038456320691,0.8814276968852831,unc_clim_raw,raw
Abergele (AM),0.33557197250022014,0.3083112215944926,0.9437716262975778,17,,,,,,,,,,,,,,clim_raw,raw
Abichugna Gne'a,0.4949404253295343,0.4019360287712373,0.8609467455621301,13,,,,,,,,,,,,,,clim_raw,raw
Abuna Ginde Beret,0.7501591204281527,0.463130729302127,0.6419753086419753,9,,,,,,,,,,,,,,clim_raw,raw
Ada'a,0.44580405616384994,0.2885837077286634,0.9221938775510204,14,,,,,,,,,,,,,,clim_raw,raw
Adaba,0.6303097134343987,0.6871085977240694,0.8121301775147929,13,,,,,,,,,,,,,,clim_raw,raw
Adama,0.48300604044147616,0.4346312684211502,0.8813775510204082,14,,,,,,,,,,,,,,clim_raw,raw
Adama Tulu Jido Kombolcha,0.7056162973038516,0.7371744055810112,0.8150510204081632,14,,,,,,,,,,,,,,clim_raw,raw
Adama town,0.4265849415866348,0.2631602303111883,0.9344444444444444,15,,,,,,,,,,,,,,clim_raw,raw
Adda Berga,0.6485692608613672,0.5192650258434832,0.7901234567901234,9,,,,,,,,,,,,,,clim_raw,raw
Addi Arekay,0.4825009678994534,0.2655859463792654,0.94,10,,,,,,,,,,,,,,clim_raw,raw
Adiss Zemen town,0.41931682226833417,0.2887257412491385,0.9674556213017751,13,,,,,,,,,,,,,,clim_raw,raw
Agarfa,0.5169965790667664,0.4959275007345605,0.9111328125,16,,,,,,,,,,,,,,clim_raw,raw
Akaki,0.9439253171191366,0.9265127443396926,0.4845679012345679,9,,,,,,,,,,,,,,clim_raw,raw
Akeseta town,0.7113930762828975,0.7706401915052965,0.8032544378698225,13,,,,,,,,,,,,,,clim_raw,raw
Albuko,0.6575669186983779,0.6492656396370917,0.7831632653061225,14,,,,,,,,,,,,,,clim_raw,raw
Alefa,0.9777074487278488,0.8340999879952824,0.5,9,,,,,,,,,,,,,,clim_raw,raw
Aleltu,0.334803056335439,0.17221479099038742,0.984375,12,,,,,,,,,,,,,,clim_raw,raw
Aleme Ketma town,0.4647485128219962,0.3774384922447564,0.878698224852071,13,,,,,,,,,,,,,,clim_raw,raw
Amanuel town,0.6887865702708514,0.5424561659896835,0.7425,10,,,,,,,,,,,,,,clim_raw,raw
Amba Giorgis town,0.7432748021095096,0.5507868572525927,0.7037037037037037,9,,,,,,,,,,,,,,clim_raw,raw
Ambasel,0.377138389316422,0.2225276278516467,0.9322222222222222,15,,,,,,,,,,,,,,clim_raw,raw
Ambo Zuria,0.6586904739558058,0.4503497135920587,0.7901234567901234,9,,,,,,,,,,,,,,clim_raw,raw
Ambo town,0.6989747455426453,0.5125352176633045,0.7314814814814815,9,,,,,,,,,,,,,,clim_raw,raw
Amde Work town,0.6656860837869083,0.7035235677164453,0.7755102040816326,14,,,,,,,,,,,,,,clim_raw,raw
Ameya,0.7057968300939524,0.6793119854185714,0.7252066115702479,11,,,,,,,,,,,,,,clim_raw,raw
Amigna,0.4761745652070846,0.47132325586649,0.9135802469135802,18,,,,,,,,,,,,,,clim_raw,raw
Anchar,0.33281544899781584,0.29544437274981633,0.9750692520775623,19,,,,,,,,,,,,,,clim_raw,raw
Andabet /West Esite,0.4512352920782855,0.3301262544306284,0.9585798816568047,13,,,,,,,,,,,,,,clim_raw,raw
Aneded,0.6806377858118171,0.5498294096109518,0.7575,10,,,,,,,,,,,,,,clim_raw,raw
Angolelana Tera,0.4820226825717313,0.39679296459004115,0.8624260355029586,13,,,,,,,,,,,,,,clim_raw,raw
Angot,0.5085311780413246,0.45386686623678674,0.8520408163265306,14,,,,,,,,,,,,,,clim_raw,raw
Ankober,0.4780742611742505,0.3271990925692904,0.8826530612244898,14,,,,,,,,,,,,,,clim_raw,raw
Antsokiya,0.7289605507392736,0.7866851788927886,0.7691326530612245,14,,,,,,,,,,,,,,clim_raw,raw
Arerti town,0.4753398303297578,0.3216897514241116,0.9055555555555556,15,,,,,,,,,,,,,,clim_raw,raw
Argoba,0.8892951888953872,1.0389677499412324,0.7755102040816326,14,,,,,,,,,,,,,,clim_raw,raw
Arsi Negele,1.0264930388405824,0.9376753641696616,0.558641975308642,9,,,,,,,,,,,,,,clim_raw,raw
Arsi Negele town,0.8810715801953389,0.8599558667461061,0.6851851851851852,9,,,,,,,,,,,,,,clim_raw,raw
Aseko,0.4159538929369428,0.4397273433122118,0.938125,20,,,,,,,,,,,,,,clim_raw,raw
Asela town,0.5638479402045448,0.4711677224975597,0.8488888888888889,15,,,,,,,,,,,,,,clim_raw,raw
Assagirt,0.4160150734280966,0.291644105416355,0.9030612244897959,14,,,,,,,,,,,,,,clim_raw,raw
Ataye town,0.5090568984286912,0.40054669994829945,0.8944444444444445,15,,,,,,,,,,,,,,clim_raw,raw
Awabel,0.6701836602951895,0.5353766162298729,0.7675,10,,,,,,,,,,,,,,clim_raw,raw
Aykel town,0.6305265402856822,0.48219671564415706,0.8240740740740741,9,,,,,,,,,,,,,,clim_raw,raw
Bako Tibe,0.6284787878761764,0.4818945917141187,0.953125,4,,,,,,,,,,,,,,clim_raw,raw
Baso Liben,0.6233558295745536,0.4650020316998161,0.8075,10,,,,,,,,,,,,,,clim_raw,raw
Basona Worena,0.5582912510360339,0.5178434771494466,0.8254437869822485,13,,,,,,,,,,,,,,clim_raw,raw
Batu town,0.38563914902143415,0.38869721688270586,0.9383656509695291,19,,,,,,,,,,,,,,clim_raw,raw
Bechena town,0.46140343610779705,0.3550431262788453,0.9363905325443787,13,,,,,,,,,,,,,,clim_raw,raw
Becho (SW Shewa),0.868017158808227,0.6992319037476592,0.673469387755102,7,,,,,,,,,,,,,,clim_raw,raw
Bedesa town,1.108299201540943,1.210776762067705,0.6296296296296297,9,,,,,,,,,,,,,,clim_raw,raw
Bele Gesgar,0.5507667013166999,0.5151867706782015,0.890625,16,,,,,,,,,,,,,,clim_raw,raw
Bereh,0.9167036962463142,0.7984089588915323,0.6327160493827161,9,,,,,,,,,,,,,,clim_raw,raw
Berehet,0.5340540225386757,0.42594277329888686,0.8544444444444445,15,,,,,,,,,,,,,,clim_raw,raw
Beyeda,0.6333643452450819,0.692506892181884,0.8047337278106509,13,,,,,,,,,,,,,,clim_raw,raw
Bibugn,0.659834190785343,0.595860277985694,0.7913223140495868,11,,,,,,,,,,,,,,clim_raw,raw
Bishoftu town,0.9591266731667228,0.9326747671127911,0.6296296296296297,9,,,,,,,,,,,,,,clim_raw,raw
Boke,1.096914145673312,1.204277667163809,0.4567901234567901,9,,,,,,,,,,,,,,clim_raw,raw
Bokoji town,0.6839656678454805,0.6774234403928415,0.7065972222222222,12,,,,,,,,,,,,,,clim_raw,raw
Bora (OR),0.4364695325005573,0.292743416494281,0.9030612244897959,14,,,,,,,,,,,,,,clim_raw,raw
Borena /Debresina,0.5204750560273342,0.4469507532368443,0.8372781065088757,13,,,,,,,,,,,,,,clim_raw,raw
Boset,0.4858693337542961,0.333901246714511,0.8911111111111111,15,,,,,,,,,,,,,,clim_raw,raw
Bugna,0.6349676712141693,0.6460543295331586,0.7844387755102041,14,,,,,,,,,,,,,,clim_raw,raw
Burayu,0.8802541153158286,0.7833552965404472,0.5,9,,,,,,,,,,,,,,clim_raw,raw
Bure (AM),0.8146591414126905,0.8366684386820971,0.61,10,,,,,,,,,,,,,,clim_raw,raw
Bure town,1.0174567404692105,1.225007191852993,0.5578512396694215,11,,,,,,,,,,,,,,clim_raw,raw
Burqua Dhintu,0.06423785869319089,0.09543676780163293,1.0,23,,,,,,,,,,,,,,clim_raw,raw
Chancho town,0.7962615571899874,0.6128880241404976,0.6728395061728395,9,,,,,,,,,,,,,,clim_raw,raw
Cheliya,0.7933225691702716,0.4677896032043914,0.6041666666666666,6,,,,,,,,,,,,,,clim_raw,raw
Chilga 1,0.6123436943821334,0.4575356918354111,0.8549382716049383,9,,,,,,,,,,,,,,clim_raw,raw
Chilga 2,0.6285777373861268,0.4777241685878946,0.8209876543209876,9,,,,,,,,,,,,,,clim_raw,raw
Chiro Zuria,0.5929736385884327,0.4931913100610431,0.8488888888888889,15,,,,,,,,,,,,,,clim_raw,raw
Chiro town,1.1080050286480045,1.2102645547485633,0.6296296296296297,9,,,,,,,,,,,,,,clim_raw,raw
Chole,0.363972019993041,0.2646349052590641,0.955078125,16,,,,,,,,,,,,,,clim_raw,raw
Cobi,0.7771753462630885,0.5171817125003989,0.7847222222222222,6,,,,,,,,,,,,,,clim_raw,raw
Dabat,0.7494377771534765,0.5400550838744105,0.7160493827160493,9,,,,,,,,,,,,,,clim_raw,raw
Dabat town,0.7707907200233328,0.6088937251171904,0.6820987654320988,9,,,,,,,,,,,,,,clim_raw,raw
Dano,0.703259046864447,0.36461487331750725,0.7708333333333334,6,,,,,,,,,,,,,,clim_raw,raw
Daro Lebu,1.1065748726409892,1.2168583896181722,0.42592592592592593,9,,,,,,,,,,,,,,clim_raw,raw
Dawo,0.8349356196430461,0.6292467190195071,0.6938775510204082,7,,,,,,,,,,,,,,clim_raw,raw
Dawunt,0.49753377898061585,0.4468128516234266,0.8520408163265306,14,,,,,,,,,,,,,,clim_raw,raw
Debark,0.6643808392524541,0.45079018171445057,0.7808641975308642,9,,,,,,,,,,,,,,clim_raw,raw
Debark town,0.5689756321670115,0.44266587524265505,0.8271604938271605,9,,,,,,,,,,,,,,clim_raw,raw
